age_upon_intake_(years),time_in_shelter_days
0.246575342,19.13055556
0.246575342,5.151388889
1,5.221527778
0.082191781,8.233333333
0.493150685,49.1625
1,20.04444444
0.082191781,0.077777778
1,30.02222222
0.493150685,1.222916667
0.739726027,12.19375
0.164383562,1.063194444
0.164383562,5.999305556
0.164383562,5.999305556
0.164383562,4.972222222
1,1.028472222
0.082191781,0.950694444
0.082191781,0.95
0.082191781,2.068055556
0.082191781,2.06875
4,8.214583333
3,12.85833333
1,16.92013889
2,4.085416667
5,4.072222222
3,9.971527778
2,9.053472222
1,0.952083333
1,12.91875
2,17.74236111
1,4.965277778
2,25.72847222
2,42.97152778
0.076712329,0.266666667
12,1.676388889
8,2.586111111
0.410958904,1.819444444
0.904109589,11.02638889
0.328767123,5.388194444
0.410958904,2.158333333
0.410958904,2.267361111
2,26.18125
1,24.32152778
0.164383562,6.077777778
0.164383562,6.165972222
0.164383562,6.165972222
0.164383562,6.075
2,0.113888889
0.164383562,4.021527778
0.164383562,4.163888889
0.493150685,7.214583333
8,0.173611111
2,5.9125
2,4.163194444
3,39.19166667
2,2.034722222
2,0.973611111
8,2.029861111
1,12.97152778
1,0.022222222
1,0.007638889
0.164383562,0.009027778
2,8.150694444
0.739726027,29.82916667
1,0.003472222
2,7.14375
0.328767123,10.83055556
2,40.12083333
0.657534247,10.89375
6,228.7645833
0.082191781,1.782638889
2,6.848611111
2,1.70625
1,1.702083333
0.575342466,1.727083333
0.575342466,1.713194444
1,95.66875
0.082191781,18.17986111
4,0.010416667
2,0.18125
0.575342466,5.248611111
3,8.309722222
0.739726027,24.25416667
8,1.127083333
1,11.14583333
2,11.06805556
1,10.17569444
0.657534247,2.210416667
2,2.210416667
2,0.089583333
2,0.055555556
0.057534247,0.089583333
0.057534247,0.089583333
0.057534247,0.090277778
0.057534247,0.090277778
0.057534247,0.090277778
2,11.45625
0.410958904,9.238194444
1,5.086805556
0.246575342,2.177083333
0.246575342,2.177083333
0.246575342,2.177083333
0.246575342,2.177083333
3,2.204166667
2,7.150694444
0.076712329,49.87847222
3,7.166666667
5,7.15
2,5.039583333
2,2.109027778
2,5.038194444
2,2.111805556
3,21.99791667
3,27.99097222
6,3.763194444
5,11.31875
1,2.044444444
1,2.045138889
1,71.01527778
1,27.71736111
1,8.813194444
1,0.002083333
0.328767123,4.021527778
0.328767123,4.875694444
0.328767123,7.825
0.904109589,27.82847222
2,9.93125
6,9.93125
7,2.153472222
4,9.929861111
0.057534247,61.91597222
0.082191781,115.7229167
0.038356164,58.76111111
0.057534247,61.91597222
0.082191781,115.9340278
2,1.754166667
0.082191781,1.723611111
1,1.723611111
0.082191781,1.723611111
0.082191781,1.724305556
1,3.803472222
1,4.742361111
1,4.742361111
1,5.616666667
1,15.56527778
1,12.54236111
1,12.54236111
0.821917808,11.61597222
0.821917808,11.61527778
0.493150685,13.69791667
1,16.61319444
1,18.73611111
1,11.61597222
2,12.62291667
1,4.338194444
1,15.56875
0.739726027,3.749305556
2,16.80208333
0.904109589,21.69513889
2,16.25902778
0.328767123,6.276388889
2,15.05694444
0.082191781,8.290972222
0.082191781,5.036111111
0.082191781,5.259027778
0.082191781,9.23125
0.082191781,7.986111111
0.082191781,25.13680556
4,6.911111111
1,3.041666667
3,26.1125
1,31.14861111
0.739726027,0.043055556
0.739726027,16.08680556
1,5.105555556
0.082191781,4.18125
5,7.807638889
2,12.12013889
1,1.889583333
2,10.05208333
2,21.81666667
2,3.863888889
12,4.102083333
6,10.36527778
0.057534247,7.809027778
0.057534247,7.808333333
0.082191781,0.798611111
2,2.020833333
1,0.189583333
0.082191781,0.798611111
0.082191781,0.798611111
6,3.261111111
2,29.87986111
8,11.89027778
1,0.010416667
2,9.958333333
2,16.00138889
1,0.006944444
4,8.750694444
2,1.000694444
2,0.766666667
0.076712329,27.90486111
0.076712329,27.90486111
6,3.652777778
0.821917808,11.20763889
5,104.1777778
1,2.977083333
1,9.485416667
3,0.101388889
2,8.002777778
6,6.988888889
1,0.015972222
3,0.015972222
0.575342466,1.020138889
1,12.17152778
1,23.97222222
0.739726027,6.9375
1,21.17777778
3,20.22847222
1,30.10555556
1,11.96319444
1,67.08680556
0.082191781,18.09166667
2,11.01944444
0.575342466,2.134027778
3,54.17083333
2,3.036111111
2,9.911111111
2,4.911805556
2,6.965972222
2,13.23541667
2,5.701388889
0.410958904,21.87569444
0.410958904,15.95902778
3,145.0951389
0.082191781,96.78819444
2,4.927083333
1,5.005555556
2,74.05694444
1,173.2138889
0.821917808,10.18055556
2,37.01666667
0.493150685,15.78888889
1,0.010416667
5,9.852777778
0.657534247,20.88333333
0.657534247,20.88263889
0.328767123,26.45972222
2,11.20902778
8,1.071527778
1,5.267361111
2,6.022916667
0.164383562,5.321527778
1,2.267361111
2,3.135416667
2,2.1
2,2.082638889
0.821917808,4.98125
0.493150685,6.238888889
2,4.177083333
2,4.176388889
2,216.94375
0.246575342,5.139583333
3,29.02361111
12,5.884027778
3,9.970833333
2,11.0875
0.328767123,7.965972222
0.328767123,7.963888889
0.328767123,11.05277778
4,7.025694444
0.410958904,6.870138889
0.410958904,9.859027778
2,19.87361111
4,19.96180556
1,2.013888889
0.575342466,44.89166667
0.575342466,2.015972222
0.575342466,2.015277778
0.575342466,2.015277778
2,10.82430556
2,38.78402778
0.575342466,2.903472222
0.246575342,6.952777778
5,19.99652778
2,4.059722222
8,10.12291667
2,62.16875
1,0.018055556
2,6.994444444
2,3.0625
1,2.020833333
1,9.123611111
0.164383562,4.230555556
0.328767123,5.186805556
1,1.194444444
2,28.08541667
2,92.9
2,1.113888889
1,2.873611111
0.082191781,20.2125
1,2.924305556
0.082191781,20.21458333
0.082191781,21.96111111
0.082191781,21.96111111
0.082191781,20.18194444
0.082191781,21.21111111
2,9.175694444
0.657534247,11.02291667
2,2.150694444
0.082191781,59.78680556
2,9.966666667
2,32.89236111
2,0.069444444
6,1.986805556
0.739726027,6.094444444
1,2.005555556
2,0.034722222
0.164383562,3.956944444
0.076712329,0.567361111
11,0.928472222
4,234.2243056
1,20.31666667
1,0.311805556
1,7.048611111
1,7.05
0.493150685,1.288194444
0.493150685,4.234722222
1,1.044444444
0.657534247,4.185416667
0.082191781,20.04305556
2,18.13541667
0.095890411,4.029166667
5,18.12777778
4,4.970833333
0.328767123,12.95208333
3,0.097916667
0.575342466,4.077777778
3,5.004861111
0.328767123,19.01527778
1,4.083333333
0.328767123,3.890972222
0.164383562,4.940277778
0.164383562,0.29375
0.082191781,4.088888889
12,82.90972222
0.082191781,6.774305556
0.082191781,27.97291667
5,0.014583333
0.076712329,29.99652778
0.076712329,51.65694444
0.164383562,0.949305556
0.076712329,32.96736111
0.076712329,4.936111111
0.076712329,32.97847222
8,7.809722222
0.076712329,0.391666667
0.164383562,5.6
0.246575342,12.42569444
4,36.00138889
1,0.036111111
3,18.51736111
2,12.37569444
4,6.161805556
2,0.165277778
0.410958904,0.016666667
8,10.23472222
0.493150685,3.251388889
1,8.256944444
3,5.060416667
3,0.098611111
9,59.91458333
1,2.304861111
1,4.134027778
3,1.174305556
1,48.00277778
2,1.174305556
15,0.079166667
1,73.81875
3,26.93194444
2,124.0236111
1,0.716666667
0.739726027,3.004861111
2,7.822222222
2,1.913194444
1,14.55763889
0.575342466,3.834027778
1,0.495833333
2,17.33819444
1,1.408333333
4,17.03819444
4,19.12708333
2,17.46458333
0.328767123,5.0625
2,0.1125
12,0.163194444
10,0.163194444
1,0.28125
0.904109589,2.975
6,0.197222222
2,32.03472222
1,0.115972222
2,12.09444444
12,3.918055556
11,37.91666667
0.657534247,0.956944444
1,4.192361111
0.082191781,1.931944444
3,15.80763889
1,30.11041667
0.739726027,83.91875
1,6.026388889
10,4.881944444
1,183.0583333
5,4.944444444
2,22.97222222
2,10.43125
2,28.275
0.657534247,0.378472222
0.164383562,1.206944444
1,0.283333333
2,5.006944444
2,0.284027778
0.082191781,0.284027778
0.082191781,0.284027778
2,16.24027778
0.082191781,0.282638889
3,0.995833333
0.493150685,15.19097222
0.328767123,4.200694444
2,0.10625
2,0.098611111
1,7.270138889
4,17.88541667
4,19.02430556
4,18.07013889
2,3.148611111
3,11.13611111
2,7.157638889
12,3.943055556
5,1.943055556
0.739726027,0.021527778
2,5.984027778
0.082191781,1.136805556
2,66.15069444
0.739726027,0.841666667
2,0.841666667
0.493150685,10.35486111
0.904109589,10.85138889
0.493150685,10.35486111
3,2.066666667
0.082191781,0.077777778
0.082191781,0.077777778
0.082191781,0.078472222
0.082191781,0.079861111
7,13.94652778
7,10.28958333
1,3.180555556
1,14.86180556
0.575342466,0.003472222
0.657534247,0.005555556
1,38.025
1,6.05
8,2.902083333
0.410958904,5.178472222
1,5.218055556
0.739726027,0.227083333
0.575342466,0.218055556
1,3.882638889
5,14.95625
0.328767123,6.036111111
1,4.963888889
3,7.074305556
0.082191781,27.95277778
2,2.875
4,0.741666667
2,13.91944444
4,4.810416667
3,5.224305556
3,67.08194444
2,147.2208333
0.246575342,2.070833333
3,126.2951389
1,0.009722222
0.082191781,7.234722222
0.164383562,2.127777778
0.082191781,8.313888889
0.082191781,7.295138889
2,4.111111111
2,4.111111111
10,70.11666667
4,13.00347222
2,2.239583333
4,32.14513889
0.739726027,15.13819444
2,0.014583333
8,0.067361111
6,0.067361111
0.739726027,6.104166667
5,7.102083333
4,5.0375
0.739726027,9.213888889
1,216.1986111
1,23.98125
0.082191781,0.079166667
1,4.211111111
5,4.924305556
4,4.208333333
2,4.565277778
0.410958904,3.145138889
7,17.74930556
2,138.0972222
5,26.99722222
3,7.077083333
2,8.123611111
0.082191781,3.988194444
0.739726027,5.090277778
2,3.925694444
0.246575342,2.931944444
0.164383562,3.927083333
0.246575342,2.932638889
0.164383562,3.927083333
1,9.034027778
0.493150685,0.025
1,0.024305556
2,7.719444444
6,3.771527778
10,3.318055556
1,180.2993056
8,5.013194444
1,6.098611111
3,3.972916667
2,9.19375
2,3.034027778
5,15.82430556
2,13.07083333
0.739726027,0.065277778
4,31.09444444
4,2.147222222
2,0.131944444
0.082191781,3.054861111
0.739726027,4.058333333
0.246575342,1.166666667
0.082191781,13.0125
0.082191781,3.010416667
0.082191781,3.010416667
0.082191781,3.010416667
0.082191781,3.010416667
0.082191781,3.010416667
0.082191781,8.9875
1,8.865972222
0.328767123,4.033333333
1,90.29791667
1,63.10486111
3,1.095833333
1,4.903472222
11,3.040277778
2,0.851388889
0.082191781,4.0125
5,14.08402778
8,22.98541667
7,69.94305556
6,3.014583333
4,0.147222222
0.739726027,6.439583333
0.739726027,6.409722222
10,0.208333333
10,11.19375
3,2.091666667
1,5.278472222
1,4.180555556
0.821917808,42.95555556
0.739726027,7.280555556
1,0.077083333
1,3.1875
0.082191781,0.105555556
7,13.04236111
1,4.027083333
0.493150685,4.165972222
5,199.8333333
2,0.009027778
2,5.163194444
0.739726027,7.945138889
0.082191781,1.9875
0.082191781,1.807638889
0.082191781,3.088888889
0.082191781,2.08125
0.082191781,1.020138889
0.082191781,2.050694444
0.082191781,3.072916667
0.082191781,2.085416667
0.410958904,5.080555556
0.410958904,3.819444444
0.821917808,3.9
0.739726027,19.91180556
0.082191781,4.938888889
0.082191781,4.938194444
1,6.969444444
0.493150685,0.021527778
12,0.027083333
2,190.0152778
13,0.772916667
2,20.00833333
1,7.180555556
1,6.977083333
1,4.306944444
15,0.120138889
2,4.291666667
0.328767123,1.95625
1,4.281944444
1,4.243055556
3,4.040277778
4,7.15625
0.493150685,1.172916667
1,69.94583333
4,40.02847222
0.328767123,1.050694444
0.328767123,1.050694444
2,4.208333333
0.739726027,5.997916667
0.082191781,0.927777778
0.082191781,0.927777778
7,1101.784028
2,0.03125
2,1.940972222
4,3.865277778
3,0.885416667
1,1.926388889
1,26.74097222
1,6.9875
1,1.927083333
1,4.115972222
6,0.921527778
8,1.877777778
0.739726027,6.075
0.328767123,13.97083333
0.082191781,17.99236111
0.082191781,18.00277778
0.082191781,13.94375
0.657534247,11.18819444
0.082191781,14.72777778
0.164383562,1.120138889
0.082191781,21.95625
0.082191781,18.99166667
0.657534247,5.022222222
2,1.960416667
2,1.959722222
1,1.960416667
5,0.958333333
0.739726027,6.874305556
0.164383562,2.022222222
0.164383562,4.041666667
0.493150685,4.69375
2,1.770138889
0.328767123,0.606944444
4,5.402777778
3,107.3930556
4,1.263194444
7,15.14722222
0.739726027,1.077083333
0.739726027,1.077083333
0.082191781,2.065277778
2,0.014583333
1,0.904166667
4,0.157638889
1,6.01875
0.164383562,0.266666667
0.739726027,3.204166667
5,8.201388889
10,27.07152778
10,8.104861111
8,8.202083333
5,0.111805556
1,42.23194444
1,0.796527778
2,34.18888889
4,3.958333333
0.657534247,4.997222222
1,0.003472222
1,9.929861111
4,0.023611111
1,4.256944444
1,2.228472222
3,1.272222222
0.328767123,4.224305556
0.164383562,3.127083333
0.164383562,5.109027778
0.410958904,4.223611111
0.493150685,10.03819444
18,0.01875
0.076712329,70.04791667
0.657534247,71.09791667
3,38.16041667
9,37.03680556
8,37.10347222
0.821917808,0.925694444
0.739726027,3.999305556
2,0.015972222
3,0.874305556
2,5.054861111
1,0.0375
3,2.127777778
15,0.807638889
3,13.12013889
2,4.730555556
5,10.14444444
2,0.752083333
4,0.783333333
5,41.69791667
0.739726027,92.49097222
2,3.602777778
4,0.877083333
4,2.879861111
4,1.149305556
2,3.602777778
0.164383562,0.0125
0.328767123,8.285416667
0.328767123,8.243055556
2,4.058333333
1,23.21388889
0.164383562,4.138194444
0.082191781,29.12777778
0.082191781,4.122222222
8,10.89861111
1,4.081944444
1,0.04375
1,8.986111111
1,7.079166667
2,17.19583333
0.739726027,7.913194444
1,15.90625
1,3.977777778
0.657534247,3.861805556
0.739726027,84.94513889
1,0.06875
17,0.068055556
1,577.0465278
2,2.017361111
2,43.93194444
1,182.7409722
4,0.783333333
0.082191781,1.857638889
0.493150685,0.034027778
1,0.021527778
0.082191781,11.67013889
0.082191781,10.89513889
2,0.725694444
2,10.31736111
5,6.193055556
3,8.969444444
10,1.180555556
8,8.967361111
0.082191781,0.907638889
2,0.011805556
4,4.044444444
1,5.247222222
2,14.25347222
8,0.165972222
5,12.00972222
0.164383562,3.015972222
2,4.902777778
2,3.129166667
13,2.99375
1,1.154166667
12,2.174305556
5,11.18472222
3,1.044444444
3,11.11388889
3,1.690277778
0.904109589,24.18055556
0.082191781,5.192361111
0.821917808,8.877777778
3,7.973611111
4,5.160416667
0.821917808,0.923611111
5,0.925
1,11.16736111
0.082191781,20.14861111
0.082191781,30.8375
5,6.05625
1,0.838888889
4,0.159027778
2,2.947916667
3,0.9875
0.410958904,2.88125
3,5.097916667
1,7.000694444
2,3.007638889
1,13.12152778
2,6.929861111
0.493150685,2.967361111
0.493150685,5.029861111
7,6.795138889
2,5.320833333
2,2.05625
4,14.94583333
3,2.056944444
1,4.997222222
1,11.02430556
0.328767123,6.965277778
0.328767123,5.970138889
2,1.954861111
1,0.547916667
5,0.548611111
2,0.549305556
3,0.55
4,0.55
6,0.550694444
7,0.551388889
1,0.551388889
2,0.552083333
3,0.552777778
1,0.589583333
1,0.589583333
1,0.589583333
3,0.590277778
4,0.590277778
2,0.590277778
0.328767123,3.986111111
0.739726027,8.2375
1,2.107638889
5,7.188194444
4,35.16527778
2,0.04375
2,2.100694444
0.739726027,8.104861111
1,4.149305556
4,6.070138889
2,0.872222222
0.164383562,1.184027778
0.082191781,2.056944444
0.082191781,1.911805556
0.082191781,1.179166667
3,6.125
0.657534247,6.125
0.657534247,6.125
2,4.834027778
15,0.020138889
0.493150685,0.027777778
1,9.009027778
0.082191781,3.817361111
1,0.014583333
0.493150685,0.5125
5,0.270833333
0.164383562,9.384027778
2,0.152777778
2,5.243055556
10,11.0375
2,0.083333333
4,1.004861111
0.082191781,26.26111111
8,1.165277778
2,1.097222222
2,60.03194444
2,7.229861111
13,0.065277778
2,8.152083333
2,542.0472222
2,5.194444444
2,5.195833333
1,6.729166667
1,7.11875
1,0.009027778
1,4.958333333
1,5.027777778
1,28.83263889
0.076712329,29.11736111
0.082191781,9.934722222
0.410958904,6.081944444
0.410958904,11.13680556
0.410958904,4.963888889
3,4.063888889
3,26.97569444
0.410958904,0.861805556
0.739726027,14.07986111
0.410958904,14.13958333
0.328767123,0.027777778
1,9.219444444
8,22.71111111
0.575342466,0.039583333
1,3.041666667
0.082191781,0.727083333
0.082191781,0.727083333
0.082191781,0.727083333
1,0.077777778
1,0.934722222
0.328767123,1.626388889
1,10.09583333
1,7.752777778
3,0.9875
1,13.83958333
0.657534247,8.854861111
2,8.968055556
0.410958904,11.99097222
0.410958904,10.12777778
0.410958904,3.147916667
1,3.147222222
1,10.05138889
2,7.155555556
1,4.309722222
1,6.192361111
4,5.157638889
1,5.054166667
1,6.254861111
2,42.14444444
4,11.83611111
4,9.069444444
4,2.106944444
1,28.17083333
1,5.133333333
0.082191781,34.97986111
2,0.014583333
2,0.014583333
4,10.45833333
4,10.11041667
2,10.90555556
1,7.064583333
9,14.84027778
1,1.984722222
1,0.919444444
0.493150685,0.021527778
1,1.01875
2,3.284722222
2,0.758333333
5,4.084027778
3,0.758333333
2,3.26875
0.410958904,9.247916667
0.575342466,4.225
1,4.425
12,11.10208333
4,1.779166667
1,0.291666667
0.082191781,4.309027778
2,0.26875
0.657534247,8.297222222
17,0.315972222
0.164383562,6.1625
3,15.19861111
0.082191781,25.20555556
0.082191781,38.15
0.739726027,3.027777778
0.739726027,3.027777778
0.739726027,4.132638889
0.739726027,5.088194444
0.739726027,5.088888889
10,4.845833333
10,2.183333333
2,12.12847222
1,0.158333333
13,0.854861111
0,0.003472222
5,10.05277778
4,4.1
0.082191781,19.98611111
0.082191781,19.98819444
0.082191781,19.98888889
0.082191781,14.12361111
0.082191781,14.14652778
5,19.02152778
2,4.063194444
0.164383562,4.975
8,0.805555556
3,0.840972222
2,38.93888889
1,7.955555556
1,7.95625
1,7.955555556
1,7.955555556
1,7.95625
0.657534247,26.02638889
0.657534247,2.16875
0.657534247,26.05416667
0.657534247,9.132638889
5,43.86388889
0.164383562,6.700694444
0.164383562,27.98125
0.164383562,3.567361111
0.164383562,6.052777778
0.164383562,6.575694444
2,5.723611111
5,29.74444444
1,64.08680556
1,21.88402778
0.739726027,16.20555556
1,2.917361111
1,4.217361111
2,15.12361111
2,3.311111111
2,4.178472222
1,8.111805556
1,4.217361111
1,8.121527778
1,13.11319444
2,4.023611111
11,33.25138889
1,4.966666667
3,8.852777778
3,2.963888889
2,2.963888889
1,1.15
1,1.15
5,4.055555556
1,0.679166667
1,0.061111111
2,0.679166667
2,1.122222222
1,0.088194444
2,18.07013889
2,165.1083333
2,1.150694444
2,1.15
5,0.059722222
4,3.979166667
3,233.0375
2,50.89583333
9,1.843055556
1,1.038888889
1,0.973611111
0.904109589,7.134027778
3,32.89652778
1,2.108333333
2,3.999305556
3,3.999305556
7,3.031944444
4,43.88541667
0.164383562,2.079166667
2,3.961111111
0.082191781,43.96458333
3,3.899305556
1,0.033333333
0.076712329,29.02152778
1,57.99444444
0.410958904,4.899305556
1,6.123611111
2,8.315277778
1,0.016666667
0.164383562,0.19375
0.164383562,0.144444444
0.164383562,0.144444444
0.164383562,0.144444444
0.164383562,0.144444444
0.164383562,0.144444444
0.164383562,0.14375
4,146.2513889
0.410958904,4.16875
2,44.32361111
4,93.12361111
4,2.091666667
2,6.043055556
0.328767123,4.221527778
1,4.199305556
2,12.13263889
0.164383562,1.174305556
0.164383562,1.192361111
0.164383562,1.157638889
0.164383562,1.158333333
0.493150685,1.924305556
0.493150685,1.920833333
0.493150685,5.984722222
0.493150685,5.984722222
0.493150685,5.984722222
5,0.038888889
0.821917808,14.07222222
3,0.121527778
3,4.097222222
2,11.00555556
1,4.03125
0.246575342,8.020833333
0.164383562,1.2125
0.164383562,1.832638889
2,17.62430556
0.076712329,0.422222222
2,12.50625
0.164383562,15.68680556
6,6.541666667
4,0.39375
2,7.377083333
5,1.243055556
0.493150685,4.127083333
2,25.075
10,0.250694444
1,7.275694444
8,10.06736111
3,122.9395833
0.493150685,0.057638889
0.246575342,4.167361111
1,4.220138889
7,55.81458333
7,167.0875
2,2.031944444
2,4.177777778
2,4.0875
0.164383562,4.051388889
3,2.889583333
0.164383562,4.073611111
2,32.06597222
2,20.11527778
0.164383562,4.064583333
0.164383562,4.140277778
0.164383562,4.069444444
0.410958904,7.927083333
0.164383562,4.050694444
2,34.23819444
1,6.151388889
1,16.26805556
1,79.13333333
0.164383562,5.105555556
2,0.944444444
2,2.277777778
2,6.113888889
2,1.056944444
3,50.43402778
0.019178082,42.39513889
0.019178082,42.39513889
2,13.11944444
4,1.127083333
0.657534247,5.028472222
2,4.131944444
12,4.004861111
1,56.97986111
0.328767123,4.282638889
0.164383562,4.256944444
6,3.830555556
6,27.17222222
10,10.98194444
4,1.529166667
2,0.032638889
3,1.129166667
2,0.913194444
2,0.020138889
0.575342466,1.939583333
2,4.120833333
5,35.99444444
2,26.12638889
6,13.88888889
5,2.003472222
2,5.039583333
2,18.91666667
0.493150685,0.076388889
0.410958904,1.000694444
0.328767123,3.731944444
0.657534247,5.110416667
2,5.914583333
3,10.88125
1,6.051388889
4,3.800694444
1,3.980555556
0.328767123,3.986111111
3,7.533333333
1,32.29305556
1,0.01875
0.657534247,0.938194444
0.082191781,0.268055556
0.164383562,29.1375
4,1.024305556
3,20.23888889
3,5.309027778
2,5.184027778
0.493150685,6.308333333
0.082191781,4.238888889
2,5.174305556
4,3.995833333
0.739726027,91.08819444
1,1.053472222
1,1.144444444
7,0.048611111
8,20.40277778
0.575342466,4.879861111
1,5.108333333
6,1.936111111
0.164383562,4.108333333
1,12.09722222
13,54.81527778
2,0.01875
0.493150685,0.008333333
1,10.96041667
1,1.1
0.328767123,6.118055556
0.164383562,3.940277778
4,236.0236111
0.493150685,9.839583333
3,4.04375
5,53.00277778
0.410958904,4.80625
2,8.7625
2,1.756944444
7,10.87430556
7,2.90625
3,14.99583333
1,12.01527778
2,2.6875
3,0.175
3,140.1993056
1,0.213194444
2,1.3375
6,0.270138889
2,1.264583333
5,4.301388889
3,66.10763889
12,0.188888889
3,0.056944444
2,4.261111111
8,4.070138889
5,4.2375
2,0.953472222
2,4.15625
1,4.045833333
2,23.00555556
0.246575342,2.108333333
7,0.903472222
1,10.88472222
6,0.073611111
2,1.026388889
3,6.086111111
6,14.91319444
1,30.10625
1,17.95208333
2,11.02013889
0.493150685,4.93125
0.493150685,4.93125
0.082191781,6.027777778
5,5.870138889
5,3.65625
7,0.777777778
7,0.017361111
2,1.075694444
2,8.89375
2,6.202083333
2,5.910416667
3,297.8798611
1,17.70555556
5,0.847916667
0.904109589,5.611805556
10,2.61875
4,18.52430556
1,8.410416667
0.328767123,4.425
15,0.207638889
1,5.911805556
0.657534247,102.8395833
12,5.065277778
1,37.21041667
2,4.180555556
2,11.30486111
3,4.067361111
0.164383562,5.179166667
0.164383562,4.20625
0.082191781,1.0625
0.082191781,1.063194444
3,5.198611111
6,21.04166667
1,4.167361111
1,0.027777778
0.328767123,12.04722222
1,0.036111111
1,0.010416667
1,14.90138889
3,2.128472222
4,6.121527778
0.657534247,13.95
1,8.772916667
1,2.939583333
0.076712329,26.08263889
2,0.758333333
1,44.03055556
0.082191781,21.06597222
0.082191781,20.93402778
0.164383562,4.016666667
0.246575342,3.994444444
2,0.091666667
0.410958904,4.9375
1,6.98125
1,4.93125
1,0.386111111
6,17.25833333
0.246575342,5.481944444
0.246575342,8.408333333
2,19.37361111
1,0.160416667
2,2.288888889
4,2.284722222
1,2.284722222
1,14.97013889
3,9.482638889
8,26.06736111
5,14.94583333
2,106.1409722
2,0.036805556
2,1.232638889
2,1.232638889
2,4.1625
2,5.976388889
2,2.140972222
2,5.976388889
2,34.94166667
6,3.854166667
0.246575342,2.115972222
0.821917808,0.152777778
5,42.88402778
0.082191781,8.964583333
0.082191781,8.964583333
1,2.114583333
0.821917808,0.008333333
3,27.77361111
2,3.882638889
2,46.70833333
2,2.999305556
0.082191781,14.925
0.904109589,11.79444444
10,7.779861111
2,2.918055556
2,3.718055556
2,1.359722222
2,2.918055556
2,3.718055556
0.657534247,2.561111111
0.002739726,1.272916667
0.002739726,1.272916667
0.002739726,1.272916667
0.002739726,1.273611111
0.002739726,1.273611111
0.002739726,1.273611111
0.002739726,1.273611111
0.002739726,1.273611111
0.002739726,1.273611111
0.246575342,6.306944444
7,1.301388889
0.821917808,7.071527778
2,4.024305556
0.821917808,8.261805556
1,8.090972222
2,6.145833333
1,7.281944444
0.821917808,1.328472222
0.657534247,4.247916667
0.821917808,4.247222222
1,4.059027778
7,6.152777778
0.164383562,5.204861111
13,0.036111111
2,14.13125
4,3.079166667
4,2.095138889
12,0.186111111
9,7.195138889
8,2.929166667
7,3.121527778
2,7.942361111
7,0.116666667
0.164383562,5.113888889
3,45.94444444
3,30.99444444
10,0.924305556
2,15.85694444
2,43.12916667
12,0.752777778
1,3.997916667
2,5.711805556
11,4.621527778
3,24.54583333
1,3.710416667
1,6.119444444
2,5.161805556
1,3.038888889
1,16.28819444
1,6.109027778
5,0.945138889
4,11.15277778
4,11.15138889
1,2.997916667
14,0.125
1,0.015972222
0.821917808,26.94583333
0.575342466,4.083333333
2,4.307638889
2,92.89652778
2,0.798611111
0.739726027,20.79513889
0.328767123,17.02013889
0.328767123,8.05
5,5.011111111
4,245.8048611
2,26.87638889
3,0.786111111
1,7.090972222
0.076712329,0.126388889
2,6.229861111
1,0.036111111
1,0.00625
0.246575342,4.306944444
2,4.129166667
0.575342466,2.233333333
3,0.984027778
3,7.2125
2,3.904861111
5,344.6986111
13,0.13125
2,4.175694444
2,4.118055556
0.328767123,3.958333333
2,1.963888889
8,15.01388889
0.164383562,5.129166667
0.164383562,4.925
2,0.011805556
0.246575342,3.784027778
0.328767123,7.018055556
7,2.136805556
2,0.01875
4,10.67916667
2,74.23541667
3,3.922222222
1,4.190277778
6,11.16944444
12,4.082638889
9,9.019444444
3,757.075
2,46.86805556
2,5.095833333
1,0.094444444
0.246575342,4.106944444
2,34.83263889
6,65.99652778
4,6.352777778
1,3.084722222
0.821917808,11.00277778
6,2.120833333
2,9.924305556
5,8.065972222
1,34.05138889
1,5.109027778
3,11.86527778
3,41.05763889
3,32.05972222
3,32.05902778
0.328767123,4.936111111
2,25.75555556
1,10.10625
4,0.928472222
2,0.956944444
5,2.96875
0.057534247,0.677083333
0.057534247,0.677083333
0.057534247,2.043055556
2,2.701388889
2,3.955555556
0.246575342,0.142361111
3,0.224305556
6,5.213194444
0.821917808,0.235416667
0.821917808,0.234722222
1,32.15208333
0.821917808,4.270833333
5,1.234722222
4,6.38125
2,2.979166667
0.164383562,2.983333333
6,3.975694444
3,6.1
0.493150685,2.034722222
0.493150685,2.034722222
1,4.228472222
4,9.161805556
0.082191781,4.148611111
1,106.1569444
2,1.218055556
2,7.171527778
2,20.91041667
1,0.03125
0.082191781,4.028472222
1,15.29930556
1,8.15625
1,70.24236111
1,8.155555556
1,1.951388889
3,0.024305556
2,12.93125
1,1.039583333
4,19.70833333
2,14.99722222
1,77.81736111
0.328767123,5.749305556
1,11.30208333
0.246575342,3.183333333
0.246575342,3.183333333
2,2.177083333
6,38.22916667
4,23.175
4,8.113888889
0.493150685,2.235416667
0.493150685,2.235416667
0.493150685,2.275694444
6,0.022222222
6,3.226388889
2,81.05
3,2.846527778
2,2.164583333
1,5.197916667
1,2.277777778
5,8.507638889
5,4.149305556
5,1.045833333
1,92.20972222
0.082191781,4.170138889
2,9.2125
2,4.226388889
1,224.1743056
2,0.034722222
2,0.010416667
15,0.052083333
4,0.038888889
3,3.385416667
3,4.128472222
1,6.078472222
5,10.97430556
5,7.953472222
5,8.028472222
5,10.975
3,1.91875
6,27.85138889
1,2.925694444
